Date,Boxscore_URL,Score,Outs,Base State,Pitches,Sequence,Out,Team,Batter,Pitcher,Win Expectancy,Leverage Index,Event,Unnamed: 14,Inning,Event Type
Sunday Apr 1,https://www.baseball-reference.com/boxes/BAL/BAL201804010.shtml,0-7,0.0,---,"""6","(3-2)SBFBBX""",O,BAL,Manny Machado,JosÃ©Â BerrÃ­os,0%,99%,Groundout: SS-1B (SS-3B Hole),,,
Monday Apr 9,https://www.baseball-reference.com/boxes/BAL/BAL201804090.shtml,2-Jan,0.0,---,"""5","(2-2).CBBSS""",O,BAL,Caleb Joseph,DannyÂ Barnes,5%,69%,Strikeout Swinging,,,
Tuesday Apr 10,https://www.baseball-reference.com/boxes/BAL/BAL201804100.shtml,0-0,0.0,---,"""3","(0-2)CSS""",O,BAL,Jonathan Schoop,AaronÂ Sanchez,4%,45%,Strikeout Swinging,,,
Wednesday Apr 11,https://www.baseball-reference.com/boxes/BAL/BAL201804110.shtml,3-May,0.0,---,"""4","(1-2).BSFS""",O,BAL,Adam Jones,SeunghwanÂ Oh,-1%,88%,Strikeout Swinging,,,
Friday Apr 20,https://www.baseball-reference.com/boxes/BAL/BAL201804200.shtml,1-Mar,0.0,---,"""2","(0-1)..FX""",O,BAL,Luis Sardiñas,TrevorÂ Bauer,-1%,88%,Groundout: P unassisted (Weak 1B),,,
Saturday Apr 21,https://www.baseball-reference.com/boxes/BAL/BAL201804210.shtml,0-4,0.0,---,"""1","(0-0)X""",O,BAL,Chris Davis,MikeÂ Clevinger,2%,95%,Groundout: 2B-1B (2B-1B),,,
Sunday Apr 22,https://www.baseball-reference.com/boxes/BAL/BAL201804220.shtml,4-Mar,0.0,---,"""6","(2-2)FCFBBT""",O,BAL,Chris Davis,CoreyÂ Kluber,5%,69%,Strikeout Swinging,,,
Monday Apr 23,https://www.baseball-reference.com/boxes/BAL/BAL201804230.shtml,2-Jan,0.0,---,"""5","(1-2)TFBFS""",O,BAL,Chris Davis,CarlosÂ Carrasco,5%,69%,Strikeout Swinging,,,
Wednesday Apr 25,https://www.baseball-reference.com/boxes/BAL/BAL201804250.shtml,8-Apr,0.0,---,"""3","(0-2)CFS""",O,BAL,Anthony Santander,MattÂ Andriese,2%,95%,Strikeout Swinging,,,
Thursday Apr 26,https://www.baseball-reference.com/boxes/BAL/BAL201804260.shtml,8-Apr,0.0,---,"""3","(1-1)BCH""",,BAL,Jace Peterson,ChazÂ Roe,-3%,90%,Hit By Pitch,,,
Friday Apr 27,https://www.baseball-reference.com/boxes/BAL/BAL201804270.shtml,Mar-00,0.0,---,"""2","(0-1).SX""",,BAL,Danny Valencia,JohnnyÂ Barbato,1%,95%,Single to RF (Line Drive to CF-RF),,,
Saturday Apr 28,https://www.baseball-reference.com/boxes/BAL/BAL201804280.shtml,8-Jan,0.0,---,"""2","(1-0)BX""",,BAL,Danny Valencia,FranciscoÂ Liriano,-1%,98%,Single to LF (Line Drive to Short LF Line),,,
Sunday Apr 29,https://www.baseball-reference.com/boxes/BAL/BAL201804290.shtml,3-Apr,0.0,---,"""8","(3-2).BBSBFFFB""",,BAL,Jace Peterson,DanielÂ Stumpf,3%,82%,Walk,,,
Tuesday May 8,https://www.baseball-reference.com/boxes/BAL/BAL201805080.shtml,15-Jan,0.0,---,"""5","(2-2)BBFCX""",O,BAL,Trey Mancini,BurchÂ Smith,0%,100%,Lineout: CF (Deep CF),,,
Wednesday May 9,https://www.baseball-reference.com/boxes/BAL/BAL201805090.shtml,3-Mar,0.0,---,"""1","(0-0)X""",O,BAL,Chris Davis,EricÂ Skoglund,-4%,55%,Lineout: 1B,,,
Thursday May 10,https://www.baseball-reference.com/boxes/BAL/BAL201805100.shtml,6-Nov,0.0,---,"""1","(0-0)..X""",,BAL,Mark Trumbo,JasonÂ Adam,0%,99%,Single to RF (Line Drive),,,
Friday May 11,https://www.baseball-reference.com/boxes/BAL/BAL201805110.shtml,1-Mar,0.0,---,"""3","(1-1)BCX""",R,BAL,Mark Trumbo,JakeÂ Faria,5%,94%,Home Run (Fly Ball to Deep RF Line),,,
Saturday May 12 (1),https://www.baseball-reference.com/boxes/BAL/BAL201805121.shtml,3-Jun,0.0,---,"""4","(1-2)BSFS""",O,BAL,Trey Mancini,ChrisÂ Archer,-1%,94%,Strikeout Swinging,,,
Saturday May 12 (2),https://www.baseball-reference.com/boxes/BAL/BAL201805122.shtml,5-Mar,0.0,---,"""1","(0-0)X""",O,BAL,Mark Trumbo,JosÃ©Â Alvarado,4%,82%,Groundout: 3B-1B (SS-3B Hole),,,
Sunday May 13,https://www.baseball-reference.com/boxes/BAL/BAL201805130.shtml,Nov-00,0.0,---,"""6","(2-2)CBBFFX""",,BAL,Caleb Joseph,AustinÂ Pruitt,0%,100%,Triple to CF (Line Drive),,,
Wednesday May 16,https://www.baseball-reference.com/boxes/BAL/BAL201805160.shtml,4-Jan,0.0,---,"""5","(2-2)BCBCS""",O,BAL,Jonathan Schoop,NickÂ Pivetta,3%,90%,Strikeout Swinging,,,
Monday May 28,https://www.baseball-reference.com/boxes/BAL/BAL201805280.shtml,0-3,0.0,---,"""2","(1-0)BX""",,BAL,Danny Valencia,GioÂ Gonzalez,-5%,83%,Single to LF (Ground Ball thru SS-3B Hole),,,
Tuesday May 29,https://www.baseball-reference.com/boxes/BAL/BAL201805290.shtml,3-Feb,0.0,---,"""5","(2-2).CBBSS""",O,BAL,Joey Rickard,SammyÂ SolÃ­s,5%,69%,Strikeout Swinging,,,
Wednesday May 30,https://www.baseball-reference.com/boxes/BAL/BAL201805300.shtml,0-2,0.0,---,"""5","(1-2)FFBFX""",O,BAL,Adam Jones,MaxÂ Scherzer,4%,82%,Groundout: 2B-1B,,,
Friday Jun 1,https://www.baseball-reference.com/boxes/BAL/BAL201806010.shtml,4-Jan,0.0,---,"""4","(1-2).FSBX""",O,BAL,Jonathan Schoop,ChadÂ Green,3%,90%,Flyball: RF,,,
Saturday Jun 2,https://www.baseball-reference.com/boxes/BAL/BAL201806020.shtml,6-Apr,0.0,---,"""5","(2-2).CBFBX""",O,BAL,Joey Rickard,ChadÂ Green,4%,82%,Lineout: RF,,,
Monday Jun 11,https://www.baseball-reference.com/boxes/BAL/BAL201806110.shtml,0-0,0.0,---,"""4","(1-2)CSBS""",O,BAL,Trey Mancini,StevenÂ Wright,4%,45%,Strikeout Swinging,,,
Tuesday Jun 12,https://www.baseball-reference.com/boxes/BAL/BAL201806120.shtml,6-Feb,0.0,---,"""5","(2-2)BCBSX""",O,BAL,Joey Rickard,HÃ©ctorÂ VelÃ¡zquez,2%,95%,Flyball: RF (Deep RF),,,
Wednesday Jun 13,https://www.baseball-reference.com/boxes/BAL/BAL201806130.shtml,0-5,0.0,---,"""5","(3-1)BBBCB""",,BAL,Mark Trumbo,ChrisÂ Sale,-2%,94%,Walk,,,
Friday Jun 15,https://www.baseball-reference.com/boxes/BAL/BAL201806150.shtml,0-2,0.0,---,"""1","(0-0)X""",,BAL,Adam Jones,JosÃ©Â UreÃ±a,-7%,72%,Single to 3B/Bunt (Bunt to Short 3B Line),,,
Saturday Jun 16,https://www.baseball-reference.com/boxes/BAL/BAL201806160.shtml,5-Mar,0.0,---,"""4","(0-2).CFFS""",O,BAL,Austin Wynns,TayronÂ Guerrero,4%,82%,Strikeout Swinging,,,
Sunday Jun 17,https://www.baseball-reference.com/boxes/BAL/BAL201806170.shtml,4-Aug,0.0,---,"""5","(1-2)CBSFX""",R,BAL,Mark Trumbo,MerandyÂ GonzÃ¡lez,1%,99%,Home Run (Fly Ball to Deep RF),,,
Monday Jun 25,https://www.baseball-reference.com/boxes/BAL/BAL201806250.shtml,5-Mar,0.0,---,"""2","(1-0).BX""",O,BAL,Caleb Joseph,JamesÂ Pazos,4%,82%,Groundout: 3B-1B (SS-3B Hole),,,
Tuesday Jun 26,https://www.baseball-reference.com/boxes/BAL/BAL201806260.shtml,1-Feb,0.0,---,"""3","(0-2)CFS""",O,BAL,Mark Trumbo,JamesÂ Paxton,2%,23%,Strikeout Swinging,,,
Wednesday Jun 27,https://www.baseball-reference.com/boxes/BAL/BAL201806270.shtml,5-Apr,0.0,---,"""6","(3-2).CBBFBX""",O,BAL,Tim Beckham,JuanÂ Nicasio,5%,69%,Popfly: SS (SS-3B Hole),,,
Thursday Jun 28,https://www.baseball-reference.com/boxes/BAL/BAL201806280.shtml,2-Feb,0.0,---,"""6","(2-2)BCCBFX""",O,BAL,Danny Valencia,MikeÂ Leake,4%,45%,Groundout: P-1B (Short 3B Line),,,
Friday Jun 29,https://www.baseball-reference.com/boxes/BAL/BAL201806290.shtml,0-6,0.0,---,"""7","(3-2).BCBFBFX""",O,BAL,Mark Trumbo,HanselÂ Robles,1%,99%,Flyball: CF (Deep CF-RF),,,
Saturday Jun 30,https://www.baseball-reference.com/boxes/BAL/BAL201806300.shtml,1-Feb,0.0,---,"""2","(0-1)FX""",O,BAL,Stevie Wilkerson,JosÃ©Â Ãlvarez,2%,23%,Groundout: SS-1B (SS-3B Hole),,,
Sunday Jul 1,https://www.baseball-reference.com/boxes/BAL/BAL201807010.shtml,1-Aug,0.0,---,"""4","(1-2)....CFBS""",O,BAL,Adam Jones,TaylorÂ Cole,0%,100%,Strikeout Swinging,,,
Monday Jul 9 (1),https://www.baseball-reference.com/boxes/BAL/BAL201807091.shtml,4-May,0.0,---,"""5","(1-2).FCBFC""",O,BAL,Manny Machado,A.J.Â Cole,-2%,77%,Strikeout Looking,,,
Monday Jul 9 (2),https://www.baseball-reference.com/boxes/BAL/BAL201807092.shtml,0-4,0.0,---,"""7","(3-2).BBFBCFB""",,BAL,Chris Davis,GiovannyÂ Gallegos,-3%,90%,Walk,,,
Tuesday Jul 10,https://www.baseball-reference.com/boxes/BAL/BAL201807100.shtml,5-Mar,0.0,---,"""7","(1-2).CBFFFFX""",O,BAL,Tim Beckham,ChadÂ Green,-4%,18%,Flyball: RF (Deep RF),,,
Wednesday Jul 11,https://www.baseball-reference.com/boxes/BAL/BAL201807110.shtml,0-7,0.0,---,"""5","(2-2).SBSBS""",O,BAL,Jonathan Schoop,A.J.Â Cole,0%,99%,Strikeout Swinging,,,
Thursday Jul 12,https://www.baseball-reference.com/boxes/BAL/BAL201807120.shtml,5-Jan,0.0,---,"""5","(2-2)FBCBS""",O,BAL,Chris Davis,NickÂ Pivetta,2%,95%,Strikeout Swinging,,,
Friday Jul 13,https://www.baseball-reference.com/boxes/BAL/BAL201807130.shtml,5-Jan,0.0,---,"""1","(0-0).X""",O,BAL,Adam Jones,ColeÂ Hamels,2%,95%,Foul Popfly: 3B (3B into Foul Terr.),,,
Saturday Jul 14,https://www.baseball-reference.com/boxes/BAL/BAL201807140.shtml,Jan-00,0.0,---,"""3","(1-1)...CBX""",O,BAL,Danny Valencia,MartÃ­nÂ PÃ©rez,-2%,77%,Groundout: 3B-1B,,,
Sunday Jul 15,https://www.baseball-reference.com/boxes/BAL/BAL201807150.shtml,5-Jun,0.0,---,"""1","(0-0).X""",O,BAL,Jonathan Schoop,JesseÂ Chavez,-2%,77%,Groundout: 1B unassisted (2B-1B),,,
Monday Jul 23,https://www.baseball-reference.com/boxes/BAL/BAL201807230.shtml,0-5,0.0,---,"""5","(2-2).SSBBX""",O,BAL,Trey Mancini,RyanÂ Brasier,1%,97%,Lineout: CF (Deep CF),,,
Tuesday Jul 24,https://www.baseball-reference.com/boxes/BAL/BAL201807240.shtml,3-Jul,0.0,---,"""1","(0-0)X""",O,BAL,Danny Valencia,HÃ©ctorÂ VelÃ¡zquez,0%,97%,Popfly: SS,,,
Thursday Jul 26,https://www.baseball-reference.com/boxes/BAL/BAL201807260.shtml,4-Feb,0.0,---,"""4","(1-2)..BCFS""",O,BAL,Jonathan Schoop,SergioÂ Romo,4%,82%,Strikeout Swinging,,,
Friday Jul 27,https://www.baseball-reference.com/boxes/BAL/BAL201807270.shtml,3-Apr,0.0,---,"""3","(2-0).BBX""",,BAL,Caleb Joseph,AustinÂ Pruitt,3%,82%,Reached on E6 (throw) (Ground Ball),,,
Saturday Jul 28,https://www.baseball-reference.com/boxes/BAL/BAL201807280.shtml,2-Nov,0.0,---,"""5","(3-1)FBBBX""",O,BAL,Danny Valencia,JaimeÂ Schultz,0%,100%,Groundout: P-1B (P's Left),,,
Sunday Jul 29,https://www.baseball-reference.com/boxes/BAL/BAL201807290.shtml,3-Jun,0.0,---,"""3","(2-0)BBX""",O,BAL,Joey Rickard,AndrewÂ Kittredge,-1%,94%,Flyball: LF,,,
Friday Aug 10,https://www.baseball-reference.com/boxes/BAL/BAL201808100.shtml,14-Oct,0.0,---,"""2","(0-1).CX""",O,BAL,Cedric Mullins,RyanÂ Brasier,2%,95%,Flyball: LF (Short LF),,,
Saturday Aug 11 (1),https://www.baseball-reference.com/boxes/BAL/BAL201808111.shtml,0-4,0.0,---,"""6","(3-2).CBBCBT""",O,BAL,Chris Davis,TylerÂ Thornburg,2%,95%,Strikeout Swinging,,,
Saturday Aug 11 (2),https://www.baseball-reference.com/boxes/BAL/BAL201808112.shtml,3-Mar,0.0,---,"""4","(2-1).BBFX""",O,BAL,Jace Peterson,JoeÂ Kelly,4%,45%,Flyball: LF (LF Line),,,
Sunday Aug 12,https://www.baseball-reference.com/boxes/BAL/BAL201808120.shtml,0-2,0.0,---,"""5","(2-2).BCSBX""",O,BAL,Tim Beckham,BrianÂ Johnson,4%,82%,Lineout: SS,,,
Tuesday Aug 14,https://www.baseball-reference.com/boxes/BAL/BAL201808140.shtml,2-Feb,0.0,---,"""5","(2-2).BSBFS""",O,BAL,Tim Beckham,BobbyÂ Wahl,-4%,55%,Strikeout Swinging,,,
Wednesday Aug 15,https://www.baseball-reference.com/boxes/BAL/BAL201808150.shtml,14-Jan,0.0,---,"""1","(0-0).X""",,BAL,Austin Wynns,TimÂ Peterson,0%,100%,Single to RF (Fly Ball to Short CF-RF),,,
Friday Aug 24,https://www.baseball-reference.com/boxes/BAL/BAL201808240.shtml,2-Feb,0.0,---,"""2","(0-1).CX""",,BAL,John Andreoli,DavidÂ Robertson,-6%,36%,Reached on E6 (Ground Ball),,,
Saturday Aug 25 (1),https://www.baseball-reference.com/boxes/BAL/BAL201808251.shtml,8-Feb,0.0,---,"""5","(3-1).BBCBX""",O,BAL,John Andreoli,LuisÂ Cessa,1%,99%,Groundout: SS-1B,,,
Saturday Aug 25 (2),https://www.baseball-reference.com/boxes/BAL/BAL201808252.shtml,0-4,0.0,---,"""4","(1-2)CBCS""",O,BAL,Chris Davis,SonnyÂ Gray,2%,95%,Strikeout Swinging,,,
Sunday Aug 26,https://www.baseball-reference.com/boxes/BAL/BAL201808260.shtml,5-Mar,0.0,---,"""4","(2-1)CBBX""",O,BAL,Jonathan Villar,ChadÂ Green,4%,82%,Groundout: SS-1B,,,
Monday Aug 27,https://www.baseball-reference.com/boxes/BAL/BAL201808270.shtml,Apr-00,0.0,---,"""4","(1-2)CBCX""",O,BAL,Cedric Mullins,DannyÂ Barnes,0%,97%,Groundout: 3B-1B (SS-3B Hole),,,
Tuesday Aug 28,https://www.baseball-reference.com/boxes/BAL/BAL201808280.shtml,4-Sep,0.0,---,"""4","(2-1).CBBX""",O,BAL,Tim Beckham,RyanÂ Tepera,0%,98%,Flyball: RF (RF Line),,,
Wednesday Aug 29,https://www.baseball-reference.com/boxes/BAL/BAL201808290.shtml,5-Jul,0.0,---,"""3","(0-2).CSS""",O,BAL,Adam Jones,TylerÂ Clippard,-1%,88%,Strikeout Swinging,,,
Tuesday Sep 11,https://www.baseball-reference.com/boxes/BAL/BAL201809110.shtml,3-Jan,0.0,---,"""4","(1-2).FBSC""",O,BAL,Chris Davis,FernandoÂ Rodney,4%,82%,Strikeout Looking,,,
Wednesday Sep 12,https://www.baseball-reference.com/boxes/BAL/BAL201809120.shtml,0-10,0.0,---,"""5","(2-2)....BFSBS""",O,BAL,Chance Sisco,RyanÂ Dull,0%,100%,Strikeout Swinging,,,
Thursday Sep 13,https://www.baseball-reference.com/boxes/BAL/BAL201809130.shtml,2-Apr,0.0,---,"""1","(0-0)..X""",O,BAL,Caleb Joseph,YusmeiroÂ Petit,-1%,88%,Lineout: 3B (SS-3B Hole),,,
Friday Sep 14,https://www.baseball-reference.com/boxes/BAL/BAL201809140.shtml,7-Feb,0.0,---,"""4","(1-2).CBCS""",O,BAL,Chris Davis,AaronÂ Bummer,1%,97%,Strikeout Swinging,,,
Saturday Sep 15,https://www.baseball-reference.com/boxes/BAL/BAL201809150.shtml,0-1,0.0,---,"""3","(0-2)SCX""",O,BAL,Adam Jones,ReynaldoÂ LÃ³pez,5%,69%,Groundout: 2B-1B (2B-1B),,,
Sunday Sep 16,https://www.baseball-reference.com/boxes/BAL/BAL201809160.shtml,4-Jun,0.0,---,"""3","(1-1).BCX""",O,BAL,Jonathan Villar,JosÃ©Â Ruiz,-1%,88%,Groundout: 2B-1B,,,
Monday Sep 17,https://www.baseball-reference.com/boxes/BAL/BAL201809170.shtml,0-4,0.0,---,"""8","(2-2).CFBFFFBX""",O,BAL,Trey Mancini,RyanÂ Borucki,2%,95%,Groundout: SS-1B (SS-2B),,,
Tuesday Sep 18,https://www.baseball-reference.com/boxes/BAL/BAL201809180.shtml,6-Apr,0.0,---,"""2","(1-0)..BX""",O,BAL,Caleb Joseph,JosÃ©Â FernÃ¡ndez,4%,82%,Flyball: CF (Deep CF),,,
Wednesday Sep 19,https://www.baseball-reference.com/boxes/BAL/BAL201809190.shtml,Jan-00,0.0,---,"""2","(1-0).BX""",O,BAL,Renato Núñez,DannyÂ Barnes,-2%,77%,Flyball: LF (LF-CF),,,
Friday Sep 28,https://www.baseball-reference.com/boxes/BAL/BAL201809280.shtml,1-Jan,0.0,---,"""4","(0-2)...CSFX""",O,BAL,Renato Núñez,TonyÂ Sipp,4%,45%,Flyball: CF,,,
Saturday Sep 29 (1),https://www.baseball-reference.com/boxes/BAL/BAL201809291.shtml,0-3,0.0,---,"""1","(0-0).X""",O,BAL,Trey Mancini,JoeÂ Smith,3%,90%,Groundout: SS-1B,,,
Saturday Sep 29 (2),https://www.baseball-reference.com/boxes/BAL/BAL201809292.shtml,3-Jan,0.0,---,"""3","(1-1)..SBX""",O,BAL,Tim Beckham,FramberÂ Valdez,4%,82%,Groundout: SS-1B,,,
Sunday Sep 30,https://www.baseball-reference.com/boxes/BAL/BAL201809300.shtml,Apr-00,0.0,---,"""1","(0-0)....X""",O,BAL,Caleb Joseph,CollinÂ McHugh,0%,97%,Groundout: SS-1B (SS-3B Hole),,,
Thursday Apr 4,https://www.baseball-reference.com/boxes/BAL/BAL201904040.shtml,5-Apr,0.0,---,"""8","(2-2)CFFFBBFX""",O,BAL,Jonathan Villar,TommyÂ Kahnle,5%,67%,Groundout: P-SS-1B (SS-2B),,,
Saturday Apr 6,https://www.baseball-reference.com/boxes/BAL/BAL201904060.shtml,3-Feb,0.0,---,"""5","(2-2)BBCCH""",,BAL,Cedric Mullins,JonathanÂ Holder,-7%,55%,Hit By Pitch,,,
Sunday Apr 7,https://www.baseball-reference.com/boxes/BAL/BAL201904070.shtml,0-9,0.0,---,"""3","(1-1).BCX""",,BAL,Jonathan Villar,DomingoÂ GermÃ¡n,0%,99%,Single to SS (Ground Ball to Weak SS-2B),,,
Monday Apr 8,https://www.baseball-reference.com/boxes/BAL/BAL201904080.shtml,4-Jul,0.0,---,"""5","(3-1).CBBBB""",,BAL,Trey Mancini,LiamÂ Hendriks,1%,95%,Walk,,,
Tuesday Apr 9,https://www.baseball-reference.com/boxes/BAL/BAL201904090.shtml,0-6,0.0,---,"""3","(1-1)BFX""",O,BAL,Renato Núñez,BrettÂ Anderson,1%,98%,Groundout: 3B-1B (SS-3B Hole),,,
Wednesday Apr 10,https://www.baseball-reference.com/boxes/BAL/BAL201904100.shtml,10-Mar,0.0,---,"""6","(3-2).BFBCBX""",O,BAL,Renato Núñez,J.B.Â Wendelken,0%,99%,Lineout: CF (Deep CF),,,
Thursday Apr 11,https://www.baseball-reference.com/boxes/BAL/BAL201904110.shtml,7-Jan,0.0,---,"""4","(3-0)BBBB""",,BAL,Rio Ruiz,AaronÂ Brooks,-1%,96%,Walk,,,
Saturday Apr 20 (1),https://www.baseball-reference.com/boxes/BAL/BAL201904201.shtml,6-Apr,0.0,---,"""5","(1-2).FFBFX""",O,BAL,Trey Mancini,TrevorÂ Hildenberger,4%,81%,Flyball: RF (Deep RF),,,
Saturday Apr 20 (2),https://www.baseball-reference.com/boxes/BAL/BAL201904202.shtml,13-Apr,0.0,---,"""2","(0-1)...CX""",,BAL,Richie Martin,FernandoÂ Romero,0%,99%,Single to 3B (Ground Ball),,,
Sunday Apr 21,https://www.baseball-reference.com/boxes/BAL/BAL201904210.shtml,4-Feb,0.0,---,"""2","(1-0).BX""",O,BAL,Joey Rickard,TrevorÂ May,4%,81%,Foul Popfly: C (Behind Home),,,
Monday Apr 22,https://www.baseball-reference.com/boxes/BAL/BAL201904220.shtml,8-Jan,0.0,---,"""5","(3-1)..BBCBX""",,BAL,Pedro Severino,JaceÂ Fry,-1%,98%,Single to C (Ground Ball to Short 3B Line),,,
Tuesday Apr 23,https://www.baseball-reference.com/boxes/BAL/BAL201904230.shtml,1-Sep,0.0,---,"""6","(2-2)CCBFBS""",O,BAL,Chris Davis,JoshÂ Osich,0%,100%,Strikeout Swinging,,,
Wednesday Apr 24,https://www.baseball-reference.com/boxes/BAL/BAL201904240.shtml,2-Apr,0.0,---,"""3","(1-1).CBX""",O,BAL,Joey Rickard,NateÂ Jones,-1%,87%,Flyball: CF (Deep CF),,,
Friday May 3,https://www.baseball-reference.com/boxes/BAL/BAL201905030.shtml,0-7,0.0,---,"""2","(0-1)FX""",O,BAL,Dwight Smith Jr,TylerÂ Glasnow,0%,99%,Groundout: 1B unassisted,,,
Saturday May 4,https://www.baseball-reference.com/boxes/BAL/BAL201905040.shtml,Mar-00,0.0,---,"""2","(1-0)BX""",O,BAL,Chris Davis,YonnyÂ Chirinos,-1%,93%,Groundout: SS-1B (Deep 2B-1B),,,
Monday May 6,https://www.baseball-reference.com/boxes/BAL/BAL201905060.shtml,1-Apr,0.0,---,"""4","(2-1)CBBX""",,BAL,Pedro Severino,RyanÂ Weber,2%,95%,Double to CF (Line Drive to Deep LF-CF),,,
Tuesday May 7,https://www.baseball-reference.com/boxes/BAL/BAL201905070.shtml,6-Mar,0.0,---,"""4","(2-1).BBCX""",O,BAL,Hanser Alberto,BrandonÂ Workman,3%,89%,Flyball: RF (CF-RF),,,
Wednesday May 8,https://www.baseball-reference.com/boxes/BAL/BAL201905080.shtml,1-Jan,0.0,---,"""3","(0-2)FFS""",O,BAL,Hanser Alberto,ChrisÂ Sale,4%,45%,Strikeout Swinging,,,
Friday May 10,https://www.baseball-reference.com/boxes/BAL/BAL201905100.shtml,8-Feb,0.0,---,"""5","(2-2).BBFFS""",O,BAL,Stevie Wilkerson,JustinÂ Anderson,1%,98%,Strikeout Swinging,,,
Saturday May 11,https://www.baseball-reference.com/boxes/BAL/BAL201905110.shtml,6-Feb,0.0,---,"""2","(0-1)CX""",O,BAL,Trey Mancini,CamÂ Bedrosian,2%,94%,Flyball: RF (Deep RF),,,
Sunday May 12,https://www.baseball-reference.com/boxes/BAL/BAL201905120.shtml,1-May,0.0,---,"""3","(1-1).SBX""",O,BAL,Chris Davis,CodyÂ Allen,0%,96%,Lineout: 2B (SS-3B Hole),,,
Monday May 20,https://www.baseball-reference.com/boxes/BAL/BAL201905200.shtml,5-Jul,0.0,---,"""4","(1-2).CBFS""",O,BAL,Stevie Wilkerson,JonathanÂ Holder,1%,13%,Strikeout Swinging,,,
Tuesday May 21,https://www.baseball-reference.com/boxes/BAL/BAL201905210.shtml,11-Apr,0.0,---,"""6","(3-2)BBBCCX""",O,BAL,Stevie Wilkerson,DavidÂ Hale,0%,99%,Groundout: 3B-1B,,,
Wednesday May 22,https://www.baseball-reference.com/boxes/BAL/BAL201905220.shtml,7-May,0.0,---,"""1","(0-0).X""",O,BAL,Jonathan Villar,AdamÂ Ottavino,4%,81%,Groundout: 2B-1B,,,
Thursday May 23,https://www.baseball-reference.com/boxes/BAL/BAL201905230.shtml,4-Jan,0.0,---,"""6","(3-2)..CBBBCC""",O,BAL,Chris Davis,JonathanÂ Holder,3%,89%,Strikeout Looking,,,
Monday May 27,https://www.baseball-reference.com/boxes/BAL/BAL201905270.shtml,3-Apr,0.0,---,"""1","(0-0)X""",R,BAL,Jonathan Villar,VictorÂ AlcÃ¡ntara,10%,88%,Home Run (Fly Ball to Deep CF-RF),,,
Tuesday May 28,https://www.baseball-reference.com/boxes/BAL/BAL201905280.shtml,0-3,0.0,---,"""4","(3-0)BBBB""",,BAL,Pedro Severino,MatthewÂ Boyd,-5%,81%,Walk,,,
Wednesday May 29,https://www.baseball-reference.com/boxes/BAL/BAL201905290.shtml,1-Feb,0.0,---,"""5","(2-2)BSBSS""",O,BAL,Richie Martin,NickÂ Ramirez,2%,24%,Strikeout Swinging,,,
Friday May 31,https://www.baseball-reference.com/boxes/BAL/BAL201905310.shtml,6-Aug,0.0,---,"""2","(1-0).BX""",R,BAL,Renato Núñez,SamÂ Dyson,6%,94%,Home Run (Fly Ball to Deep LF),,,
Saturday Jun 1,https://www.baseball-reference.com/boxes/BAL/BAL201906010.shtml,7-Feb,0.0,---,"""11","(3-2)....BBCFFFFBFFS""",O,BAL,Stevie Wilkerson,ShaunÂ Anderson,1%,97%,Strikeout Swinging,,,
Sunday Jun 2,https://www.baseball-reference.com/boxes/BAL/BAL201906020.shtml,6-Jan,0.0,---,"""6","(3-2).BCSBBB""",,BAL,Renato Núñez,ReyesÂ Moronta,-2%,93%,Walk,,,
Tuesday Jun 11,https://www.baseball-reference.com/boxes/BAL/BAL201906110.shtml,1-Mar,0.0,---,"""6","(3-2)SBBBFS""",O,BAL,Chance Sisco,DanielÂ Hudson,-1%,87%,Strikeout Swinging,,,
Wednesday Jun 12,https://www.baseball-reference.com/boxes/BAL/BAL201906120.shtml,8-Feb,0.0,---,"""6","(3-2).BSBBFC""",O,BAL,Pedro Severino,JordanÂ Romano,1%,98%,Strikeout Looking,,,
Thursday Jun 13,https://www.baseball-reference.com/boxes/BAL/BAL201906130.shtml,12-Feb,0.0,---,"""7","(3-2).BBFFBFS""",O,BAL,Chris Davis,JustinÂ Shafer,0%,100%,Strikeout Swinging,,,
Friday Jun 14,https://www.baseball-reference.com/boxes/BAL/BAL201906140.shtml,13-Jan,0.0,---,"""2","(0-1)..SX""",O,BAL,Jonathan Villar,EduardoÂ RodrÃ­guez,0%,100%,Foul Popfly: 1B (1B into Foul Terr.),,,
Saturday Jun 15,https://www.baseball-reference.com/boxes/BAL/BAL201906150.shtml,4-Feb,0.0,---,"""3","(0-2).CSS""",O,BAL,Stevie Wilkerson,MarcusÂ Walden,4%,81%,Strikeout Swinging,,,
Sunday Jun 16,https://www.baseball-reference.com/boxes/BAL/BAL201906160.shtml,2-Jan,0.0,---,"""2","(0-1).FX""",,BAL,Trey Mancini,MarcusÂ Walden,-7%,55%,Single to CF (Line Drive to Deep CF),,,
Tuesday Jun 25,https://www.baseball-reference.com/boxes/BAL/BAL201906250.shtml,8-Feb,0.0,---,"""7","(3-2).CBCBFBX""",R,BAL,Richie Martin,PhilÂ Maton,-2%,96%,Home Run (Fly Ball to Deep RF),,,
Wednesday Jun 26,https://www.baseball-reference.com/boxes/BAL/BAL201906260.shtml,9-Apr,0.0,---,"""4","(1-2).CFBX""",,BAL,Jonathan Villar,TreyÂ Wingenter,-2%,93%,Single to RF (Fly Ball to CF-RF),,,
